scan_id,timestamp,symbol,side,order_type,entry_price,current_price,stop_loss,take_profit_1,take_profit_2,confidence,original_confidence,mtf_boost,mtf_status,mtf_confirmed_timeframes,mtf_conflicting_timeframes,mtf_confirmation_count,mtf_confirmation_strength,risk_reward_ratio,risk_level,total_risk_score,volume_24h,price_change_24h,signal_type,chart_file,priority_boost,primary_timeframe,confirmation_timeframes,mtf_weight_multiplier,technical_score,volume_score,fibonacci_score,confluence_zones_count
20250718_201646,2025-07-18 20:16:46,MEW/USDT:USDT,SELL,LIMIT,0.0036625576181727147,0.003606,0.0037722979132793297,0.0034869731460021305,0.0033552847918741926,95,93,2,PARTIAL,1h,,1,0.5,2.8000000000000007,Low,0.1,25880263.9813,-2.4614,enhanced_multi_method,charts/tradingview_MEWUSDTUSDT_chart_20250718_201448.jpg,50,15m,"1h, 4h",1.5,0,1.0186772218706748,0,6
20250718_201646,2025-07-18 20:16:46,BOME/USDT:USDT,BUY,LIMIT,0.0022956429622406974,0.002322,0.002203262536126858,0.0024434516440228404,0.0025543081553594475,90,90,0,PARTIAL,4h,1h,1,0.5,2.7999999999999945,Low,0.1,28873157.0535,-0.4288,enhanced_multi_method,charts/tradingview_BOMEUSDTUSDT_chart_20250718_201433.jpg,50,15m,"1h, 4h",1.5,2,1.0859159408878,0,5
20250718_201646,2025-07-18 20:16:46,MOVE/USDT:USDT,BUY,LIMIT,0.15778960506703454,0.16,0.15351275234686884,0.16463256941929968,0.16976479268349856,90,90,0,NONE,,,0,0.0,2.800000000000012,Low,0.1461381418503702,26350644.0935,3.6941,enhanced_multi_method,charts/tradingview_MOVEUSDTUSDT_chart_20250718_201437.jpg,0,15m,"1h, 4h",1.5,2,1.513240214272421,0,9
20250718_201646,2025-07-18 20:16:46,FXS/USDT:USDT,SELL,LIMIT,3.492475745895374,3.4386,3.637083337593736,3.2611035991779946,3.08757448913996,88,88,0,NONE,,,0,0.0,2.8000000000000025,Low,0.1936637036319364,33994410.5934,8.6651,enhanced_multi_method,charts/tradingview_FXSUSDTUSDT_chart_20250718_201425.jpg,0,15m,"1h, 4h",1.5,0,1.1508983603560519,0,8
20250721_092017,2025-07-21 09:20:17,APT/USDT:USDT,BUY,LIMIT,5.40994005782313,5.504,5.3153065244394115,5.5613537112370794,5.674913951297542,93,93,0,NONE,,,0,0.0,2.800000000000004,Low,0.12581720936856033,73797875.2044,2.6291,enhanced_multi_method,charts/tradingview_APTUSDTUSDT_chart_20250721_091811.jpg,0,15m,"1h, 4h",1.5,4,1.0536588582806337,0,8
20250721_092449,2025-07-21 09:24:49,TAO/USDT:USDT,BUY,MARKET,425.71,425.71,417.9894379386635,438.06289929813835,447.3275737717421,95,95,0,STRONG,"1h, 4h",,2,1.0,2.8000000000000016,Low,0.1,54144949.9234,0.6359,enhanced_multi_method,charts/tradingview_TAOUSDTUSDT_chart_20250721_092247.jpg,100,15m,"1h, 4h",1.5,4,1.4960056491754177,0,8
